Nombre_pagina,URL_post,Recuento_compartidos,Reacciones_totales,Recuento_comentarios,Contenido,Fecha_hora_publicacion,Fecha,Hora,Estado
lupitamurguiag,https://www.facebook.com/LupitaMurguiaG/posts/866480218171113?__cft__[0]=AZUkfoEYUwuTlvsC_wx9eXnpm5ppxbwjzkAYjPyOJAU4H6Cj5eFyKZNZXbt15SbcC_jHlWIrf3o3GZk3xTbNhb12vfcVGbJwNQFB56M7LFjEYcR156PnbzdEe47KXrRCz6yrkKwgR6z81iIUeoYWynIpLb_G9tGYqqVGQ88fMb7N-gsJSrKRh_tSCOitCOFE4Xs1Y2PGZYwL_Nb-Cdo8mk4A&__tn__=%2CO%2CP-R,5,43,5,"Con motivo del tradicional #DiaDeMuertos, se llevo a cabo un Concierto organizado por la Coordinacion de Delegados del Municipio de #Queretaro. Un reconocimiento a los policias caidos en cumplimiento de su deber.",2023-10-30T22:33:41.971148,30-10-2023,10:33 PM,NORMAL
soypablobustamante,https://www.facebook.com/soypablobustamante/posts/pfbid035pGzJfj787DJYPNbDZi46dTuS5JpZfM8HNXcAG6mFoxq5M61mhtpXjJNwaZvZvcil?__cft__[0]=AZV51D6HOk1hRB8W-o3aV1W3XzBfE510OJEbt4PM7olFhVxfru9KBAvFd8Vo-dHMvyLVxYltU958ACcjFPnbfoKK_KdmGzm2J6LdStmqyhMcQXTkbBsQQdT-G9ep6GL2pyKJU_q1vlmjqEjio65an2B5YtZ1u4EvfjV033bKAC9rwEEfn8DUSywPIn0lRHOb-mtv7ybuRxma5pWzPRSfbHpO&__tn__=%2CO%2CP-R,8,22,1,List@s para recibir con un tradicional #PIB a nuestros seres queridos. #HanalPixan #DiaDeMuertos #Mexico #QuintanaRoo,2023-10-31T07:02:45.904631,31-10-2023,07:02 AM,NORMAL
temistoclesvr,https://www.facebook.com/TemistoclesVR/posts/pfbid0W3GR2SC1TgK7E3Get5wW7foL3MehvMT7KosDr1rjn5GbFaXVvkEmn3GrCEu82TLMl?__cft__[0]=AZWJp9tr4SdrL4nbJ1XEJpfvuy361P4kbWUEsECuF1D7G_Xny0SCvqfiXjd_wL66hBUQp1nQFtqwcCSwWe1O57eo6qIUKEV9LyDunI100pQ9LFMlHuGiju9bjPnpFeaTza0xoQ4lYjtgpP6bcQJwSyFPhT5lNS419J8WovHRg6sIQdmgMtpsHxdnHWbCtrIFRRFjywRWQwZkWpkVPy-xjqet&__tn__=%2CO%2CP-R,0,10,2,"El primer dia de la semana lo termine con #AsambleaVecinal en la #ColoniaObrera, donde escuche sus preocupaciones sobre seguridad, atencion al espacio publico y el cuidado del medio ambiente. Me llevo sus necesidades para atenderlas y gestionar prontas soluciones. Agradezco su asistencia y participaciones. Todos sus comentarios son indispensables para trabajar por una mejor alcaldia. Sigamos trabajando de la mano. #SigamosConstruyendo una mejor Cuauhtemoc.",2023-10-31T00:33:41.907319,31-10-2023,12:33 AM,NORMAL
dimenews,https://www.facebook.com/DimeNews/posts/pfbid0WD6VUg7j1pQTfqAcGKf2igUSNy5ZRMa2PNTDUALbQs7Vo5MheKwHD7XQRxn3KUCil?__cft__[0]=AZXWHX-RvYdDTg0fuuHOyYWMJN7TmtC3UWNqEYLjbatuTy50ch0U9Fk76Ydm0hZiOSAQz9Ha73ciCkB7TMBI2hJwKBjosmy893w3hghKKkIvAQEO4RwC2RU0ADtj2qszINm6XKHiSSpRUQbXgmFBI_ZkSt4D0_eDLMwLu3HG_vhr2IdtkcWl7uPMz7j0R7RMCkj7pDBg3PWyivVlf6X1jYz8s4gRQhN20vLBkdh1tq5CT2XHU46J8Z7wILH9wc04tok&__tn__=%2CO%2CP-R,0,0,0,#ConferenciaPresidente | Martes 31 de octubre de 2023.,2023-10-31T07:28:43.157850,31-10-2023,07:28 AM,NORMAL
mariodelgadocarrillo,https://www.facebook.com/mariodelgadocarrillo/posts/pfbid0RkV8zkuQduUXdviLWUj7JHchZHt4H76T4bAFoHoyZwqpZkSiD1L8gN3bhbWAeiYCl?__cft__[0]=AZW3dD2DpUN99Ljzq5XN4v7M59-JbI9urrGX4O-9DHuHjnXptZg_rzQIPRhtdVo8fCRxg5twxts3QMcKbOKJDXYBkv87xjcEYN90CXcqSJc1J6M6v9ZuPbbSJKQwlSBJi-dnJva_yymyyFntWR2GD_y7b7LRHU7OHCAhZTMgLGbJGMRW7fLRiGszYm45O-vwXhCEWxhi-zW6_xEY_X1IGPsTK9EX0OYrvvgzR11jbjkwAQ&__tn__=%2CO%2CP-R,16,247,29,"La Dra. Claudia Sheinbaum, Coordinadora Nacional de Defensa de la #4T, nos acompano en una reunion interna. Unidas y unidos somos mas fuertes!",2023-10-30T22:37:05.747104,30-10-2023,10:37 PM,NORMAL
benjaminricom,https://www.facebook.com/BenjaminRicoM/posts/pfbid0nZoZuFVumCU8kdtgnKyyzsczZjGKKSZse57TpUNHkUG8zHwLjTQUYPD6smyCPZysl?__cft__[0]=AZWHZk1rwPruGB7gGhlr7eJEgyMj8PuGBROWLh2H_DFMDf4WPaOIqGmqr6BvX0wJRrqze4qZNNq-CxNMzIgu2ZrgnH-atQO0_YCMK6ml4nGg6bWnKM26uJcbgvE4NsyornaokZy2D_m8t1PPNCQgYlntP5S6zdobDaHbezEziJ6bS92VE9-KyeqxSLXYb2aDZ5nLD3XBUXX6kQxEg8LRZDqe&__tn__=%2CO%2CP-R,4,41,4,Este es el #Pachuca de mi corazon  ciudad por la que todos los dias damos nuestro mayor esfuerzo. #ExcelenteMartes #ADarle,2023-10-31T07:06:15.567578,31-10-2023,07:06 AM,NORMAL
renansanchezt,https://www.facebook.com/RenanSanchezT/posts/pfbid0q271hKvFRkA9n19kKtNfcofcp3J2L9npCMr2j6FnQKSSEo4ic27mzDhnCYEcoWRKl?__cft__[0]=AZV1xUjut1X3tjrJafVmh8KeSmDkEL5SswQiRBNfq_pd1E2Ycvm0v_y6GGrCTe_5U9mm8UXbK2La0ydQk-D0imZd7IZJBtr-4J8TB_C-5JsWTi5oNFEf3b1c7DHCdKjNMzx5W-VRJ9fH0Rfg68I15mgm26BXLMkrMcGANof1pPa2NB5z3at3o3FXR013Rt3pNc2ij1Zsek-tFUcOf0nWiYx3&__tn__=%2CO%2CP-R,0,14,1,"Concluimos las actividades legislativas del dia con reunion de comisiones unidas de Puntos Constitucionales y Anticorrupcion, Participacion Ciudadana y Organos Autonomos, analizando reformas a la Ley de Instituciones y Procedimientos Electorales para el Estado de Quintana Roo.",2023-10-30T22:37:21.753791,30-10-2023,10:37 PM,NORMAL
pepecouttolenc,https://www.facebook.com/PepeCouttolenc/posts/pfbid0JDKNCF4UXxPau4UvUoJQoWN7mto5rWLbVJbbCwhfTKRYWR6pVjXpMSYoFD2JYLXhl?__cft__[0]=AZXUlnzgGFsUq4S_jdg60Vjvnz0XezqvPZScQJSY9ogLIgjVOCAmxk-NqGLChBm6-H3yLu31WnSS1yYNn52ijda8Puk3y8h1CWo3RSTJXzSBZTZw8b4BJ125FkEY_xL_i9MC3tQXpDwN6YGAkq79XP1Mw0zbwphyDnrmQIo0GeJ7gPdiIulZEhP0qOidlh2euFZq3R7uICgIWv8TG9JEyFO4&__tn__=%2CO%2CP-R,0,54,12,"A la gente no le falta fuerza, le falta determinacion- Victor Hugo",2023-10-31T07:09:14.637762,31-10-2023,07:09 AM,NORMAL
ogharfuch,https://www.facebook.com/OGHarfuch/posts/353963370475632?__cft__[0]=AZXxSe7Mhe047N61UmF3U8G7zI4P5lfR9uPeRgCkSNJoHm83b2V3vUI3PiqCUEYnbpLDqEsvbXExyp5YD3yklyfhzgsZSpAkAG2gZ1j_eqG1qH7ndLQI8YNIEIewABk9Mn5AcgkKgBCXT5NalFB_XV1CMlPwEhq1pbdio_2ZHiQg_Xj1Je2RBCPx2wxE2pxcovlEVIdoHDXlbAnUHYMn8Vuw&__tn__=%2CO%2CP-R,56,1584,70,Tradiciones unicas! Que gran evento en Tlahuac!,2023-10-30T22:38:26.710200,30-10-2023,10:38 PM,NORMAL
100063471730986,https://www.facebook.com/cristinacruzmx/posts/pfbid031ehmYNFdZyNysQFLQZzidgRkJCrZ6mYVA4wdcc8KBvKDXbWX5wpm2FeLE8vUTpTXl?__cft__[0]=AZXlibmb5ZKZNDHARUwd4pumR5QPSZAXfUCpOlbFU6IXdt1l7b70OdTF8uDMEpOZgtE7Pz8xlQqLqDBjBhov-jEDYAIcIlDCNC9gcoZTK6dSnWvfbjHJonCIiNjLSlf49hT7dJp9WFLBG_X5BVP1U_vtqnTJnY5FzRVZDIkmZodzAqfCakWavTyM0bzKbYQ-eGaZQvGZyJDjZCk46hvrh6sd&__tn__=%2CO%2CP-R,0,13,1,Este lunes nos reunimos con nuestra Coordinadora Nacional de los Comites en Defensa de la 4T @claudia_shein fortaleciendo la unidad y organizacion de nuestro movimiento.,2023-10-30T23:38:29.782571,30-10-2023,11:38 PM,NORMAL
danielduarte.vall,https://www.facebook.com/DanielDuarte.Vall/posts/pfbid0KGasPB79BthWTa1yweNaKi8GsQkf4MdxqZ6fJwkkqXSVc2Li5aKuL6pUHYjN8q5xl?__cft__[0]=AZXpHf8U6BW5N-3p0E-GXoLu3sMvKC4EMVQRCFhhzaGGqFYBgU-ArmP2hBGRxNfHrgcKHyonlE0_lUSnXphcEBqMJDjbsc-lh_a8AKSzLBd1All1gleHQL4jCtmVMGekmjRyZiuSqg2uM25EitzmHLptHXpnUyV3KErSuFgcOrSRmuX56OunJqhGLm4kg3k45xi6sww82c4B_lNP-sOFXMaN-T-2vTMpuK11Ve06-8YLo2valWG1XBZNhttTwo-YWmY&__tn__=%2CO%2CP-R,0,0,0,Y a tus muertitos que les gustaba en vida? #diademuertos #mexico,2023-10-30T22:38:32.765083,30-10-2023,10:38 PM,NORMAL
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid0Fe8tidjSDgwYwV8HARMr4B7RDqkJeEUTPwF1xsvx8yMDUX5xG8CconSt1eLDUgbYl?__cft__[0]=AZWmag78vKfRw7ZiHcqZK46cz_TvWZ7pKoGDy-EXj0ad2YTMn6VqyehCuDUmOer2TQEjBRGGECsSgxGIdx9R3lKzTj-a73uCz1MZKIYir78YV4w4jOIotNLdm1pApZvm_upF4Snxl0jG1VWUwzx7LLTy39715HFupnQNBCftrCd0IBnQkW2NZ_O0VSJODvzRPZBo5AlDP_4pHsD9WMK3wFqe&__tn__=%2CO%2CP-R,0,4,0,"Este lunes, en nuestra sesion ordinaria numero 20, tuve el honor de participar en la aprobacion de la reforma a los articulos 12 y 17 de la Constitucion Politica del Estado. Esta iniciativa, que surgio de la vision de nuestra gobernadora, Mara Lezama, marca un importante paso en nuestro compromiso con el reconocimiento de la dignidad humana y el derecho a una buena administracion publica. Estamos decididos a avanzar hacia una transformacion significativa del estado.#LegislarParaTodos#XVIILegislatura",2023-10-30T23:38:32.305865,30-10-2023,11:38 PM,NORMAL
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid0Yg3v8jRcQp9y77KBy2Qr8theMy1NQpr7qzQN6m6xkQ9Yj85pdSQvsZRumnbmURMrl?__cft__[0]=AZWf7R7stDKtEWWMgoTNPXVlN1t3ZfEcYgODeDl0lB79a039sLl8JxEQQKqR9OiXrB-NPHYiXakERI_ceddLhulz2tKjP3gl_OUlZtx-u8aYwbhz-VpwAc3XRZn9B3fJhZPImio0LciQhRqJylx6gHIvH2ZPNvPsaV3X1sSxuAX6boXwZWkz6rqo1dZtLjzpl9zCr34qrf6tk58jyOr87RMb&__tn__=%2CO%2CP-R,0,2,0,"Feliz cumpleanos mi querido Marco Polo Carballo!Espero que en este dia tan especial te la hayas pasado super bien, consentido y lleno de amor. Que la vida te siga sonriendo y que sea una vuelta al sol llena de bendiciones.#felicidades",2023-10-30T22:38:37.519538,30-10-2023,10:38 PM,NORMAL
juanitalonso,https://www.facebook.com/Juanitalonso/posts/pfbid036NGuU3s58r3pT1NbisYhoZbNnSm87mCph5328Q1XYZEeWWt6a3AXkyBnbB2TAJRvl?__cft__[0]=AZXSJjdxnBDFK-t7KvgtYu7Zvaw5570NS-R6CVCjtJBpZ2hXwk5CgLPGg2jzi0YoPyYKq779bPJC9w99xspekeMJU30t7OU5OXa6HM231YUFiMfAUO8coZSrkYBqltkd4WMa2shQsKSec4r2Rfg98JaC_ranFziHw92bPScpE6xIZ3fr9P1vifIYzxLsFoTXGpI1DV2aNSmsO2bZ57u8wloG&__tn__=%2CO%2CP-R,0,5,1,"Muchas felicidades a las ganadoras del concurso de catrinas del tercer Festival Dia de Muertos Almas con Tradicion Cozumel! Categoria Infantil Primer lugar: Alexa Ximena Castillo Rodriguez Segundo lugar: Shayna Nohely Sabido Cahuich Tercer lugar: Alinna Karolina Fernandez Custodio Categoria Juvenil Primer lugar: Sofia Nazaret Ventura Santana Segundo lugar: Pilar Angelica Mukul Catzin Tercer lugar: Maggie Guadalupe Choy CanulGracias a todas las participantes por enriquecer nuestra comunidad, fomentar la expresion artistica y contribuir a la preservacion de nuestras tradiciones.#UnidosSomosMasGrandes#DiaDeMuertos#AlmasConTradicion#Cozumel",2023-10-31T07:31:58.902849,31-10-2023,07:31 AM,NORMAL
ptomorelosayto,https://www.facebook.com/PtoMorelosAyto/posts/731605609013717?__cft__[0]=AZWH3Lb1HQI6lIYiU-Tm0N0lOKoYUzuYhePBnB7DPRls9n_QfiGc3gVn3RTJ1X1JbsNOybewnwihxFoOmfyCxREQfpysOQwz6MZtrSW6OesjTikeBwQMYwyHhuifaY8556ZCMwPEaxQCVmhoQ27mvY1cMXoQOgIB4Sf5bC1YUqmxsA6Z3H-NM2AqxkQ3l32rbmveZnBjuGKwYLFot0pOeqMx&__tn__=%2CO%2CP-R,0,13,11,"El #DiaDeMuertos es una celebracion ancestral que honra a los seres queridos fallecidos, a traves de los altares se cree que se tiende un puente de comunicacion entre ellos y los vivos.",2023-10-31T06:42:31.451433,31-10-2023,06:42 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/pfbid0257ehwGE1Mx1KBbhLBGMTUPwwVRdSRMxCnJeJNJC2gMMowje54Hn273yTXNAZxWMcl?__cft__[0]=AZX_LeqC5F1Q_V8ji3WRcnC0q579YaUITE5HJ4-HuS0mVcZV5aqQdU5MxvXNC9I5Oq0pngwk_VxFDoAUF_JKrtv-zokXasNOeVlxK9dR645oF-fliVnDjGoftJ_NY8QcW_ZEJT-AmspZ27xA80jNamgRSVM97zOGEYFQN43inYhTq4ZSxc51a-_rV6-RJI8DOMuHHvbL4LO0yoKPwzyxDnQe&__tn__=%2CO%2CP-R,0,5,0,Un dia para recordar y honrar a nuestros familiares...,2023-10-31T07:02:30.690298,31-10-2023,07:02 AM,NORMAL
hugoaldayn,https://www.facebook.com/HugoAldayN/posts/675458547895305?__cft__[0]=AZVy08dJqFtAAAhkhkBcKmzGg-E8GAHFVXcavdb1NI7kyUtPnwMHpNMavIU0cUrs_S1mrRJzKfCr7RtmhbPRJsczjsvoVSDN6oirHw3J9VMup5shHFg7OOWQln082QFYYghCjgu0duRQhPT3lPmuMr8UC6gWOQ8xsyH19HCoEeY5hORMuwXP7a7RG0q4ZxhSqB-sFHUqlZhdnwU1WJall18c&__tn__=%2CO%2CP-R,0,1,1,Ya fueron a ver la decoracion de Dia de Muertos en el Ayuntamiento de Cancun?Vale la pena ir. #DiaDeMuertos,2023-10-31T06:43:31.035372,31-10-2023,06:43 AM,NORMAL
maralezamaoficial,https://www.facebook.com/MaraLezamaOficial/posts/pfbid02aAsZRsBNseefsYwwD4u71ox5Kns3XHhQH5Gf2bUjHq5g42HvppNXXi81f85gRdxQl?__cft__[0]=AZWfDA8-yMJC6G8R9XEdKoCM4cOfg1_refyRfDl3Fu9HYDOtRrszOfAz0PqcncoxgIyVE_SfTrE-uahN7IP9H8qqmOSjrFEL5309VUaL62eFzU8j-fKsw4vrbs3tdtsEAm6I7-ABWbUncuhHHZ3qKvjq0S8dMPyZgD_bnztDiZ9eXZ0JSt6M9uMek4IJF-4xkgSKaOP9cFOAJDA8q3PkyMCI&__tn__=%2CO%2CP-R,62,495,44,En camino las primeras 50 toneladas de ayuda para nuestras y nuestros hermanos de Guerrero. Quintana Roo esta con ustedes!,2023-10-31T07:30:52.644025,31-10-2023,07:30 AM,NORMAL
maralezamaoficial,https://www.facebook.com/MaraLezamaOficial/posts/pfbid0iVaitt1PhYGFUU57NnjcyhuoXNoBCFL1hkfHHoS7nXzvr58zmoW5xNaCAbkiTUuMl?__cft__[0]=AZUiv1DKIYPdRwppHaYuwi2uD0urbAcqOYnU7Jx8IWardKiYf1FnWQrB9BAWICBZddB2_o_s7f-rLY-ugjL8S5_e1krJqzP8P0GFxE9JLOLDJykBNXRPucKtv3Kv-HFkVANPn7i1XYK7KVOSWXrfUzNQ267Usa38VBLYIEsXT-XNX83I9tE1PFOcqec34UFYZS0-1sWF7ISkYeFfj4TXBlAW&__tn__=%2CO%2CP-R,88,237,21,"Quintanarroenses, esta temporada invernal es importante acudir a aplicarnos las vacunas contra la influenza y covid-19. Aqui les comparto la importancia de aplicarse cada una de estas dosis, para protegernos contra las enfermedades respiratorias. Acudan a su unidad de salud mas cercana y pregunten por el esquema de vacunacion. #UnidosParaTransformar Secretaria de Salud Quintana Roo",2023-10-31T06:43:14.221027,31-10-2023,06:43 AM,NORMAL
ricardovelazco2022,https://www.facebook.com/RicardoVelazco2022/posts/pfbid02L2vVLEdUg59EaDJb5AzYR146ypb7z2erYqsmqcVCqmhTErH1cZo6evSGfwGsmd19l?__cft__[0]=AZUOSCZ4nP1ZAMEJ_YUgfImDGNT_8CiAH9IlmOUd0_gynQQFyZUsGoHaMPxNpoOsS_vnEyq7vPl06x5PnnEzOEWjmhSpHP3EJIGzVOL9Z9tjFqcDedy8gaE1NmyvbR2f2-mCy2lyBiTuT0TUvaWA9aJIlEIkoq0SOGloojo_JBZ8J_jGedDwRk7h6u4-UgYS-cyAt_vrqh029wrhKZZwd-GF&__tn__=%2CO%2CP-R,0,12,18,"Presente en la Reunion de las Comisiones Unidas de Deporte y para la Igualdad de Genero, con motivo del estudio, analisis, discusion y dictaminacion de la Iniciativa de decreto por el que se adicionan y reforman diversas disposiciones de la Ley Estatal de Cultura Fisica y Deporte; la Ley para la Igualdad entre Mujeres y Hombres del Estado de Quintana Roo y la Ley de la Juventud del Estado Libre y Soberano de #QuintanaRoo. #UnidosParaTransformar #trabajandoconelcorazon",2023-10-31T06:43:39.315674,31-10-2023,06:43 AM,NORMAL
soyanapaty,https://www.facebook.com/soyanapaty/posts/pfbid02CNmMTz84zdBo6Li8UVFDFQGipikCxxKgfovHRr7W5qdctVMYN3m9ysqNTgs65VZrl?__cft__[0]=AZVltR2MLzMYCBpFtF1Nzmy2Bq4UELKLfXLFITE6u9LT6o46PrdieIrHVM-x6gVUnGTU9szUWM2b5wX0Rg2FY5Xy1lWIuVBfU_wzaSlZS2-8-PCTayV0JNvH6HhVHJvxZFK0Tjt6l0v_om2LDEUSQZlElcZi7dZXVGO0CmfNOvmnMPe7XC4NFxAtmasxVkY3eWsx09NVOvigOV1t09ZkUOJs&__tn__=%2CO%2CP-R,49,29,8,"Cancunenses les comparto el programa  cultural que tendremos en nuestro #HanalPixan en #Puertojuarez este 31 de octubre y 1 y 2 de noviembre a partir de las 5 de la tarde.Recuerden que contaremos con transporte publico gratiuto que saldra desde El Crucero y Malecon Tajamar, porque todos los caminos llevan a Puerto Juarez.Vivamos juntas y juntos nuestras tradiciones, esas que nos unen.#SeguirTransformando",2023-10-31T07:07:40.433685,31-10-2023,07:07 AM,NORMAL
temistoclesvr,https://www.facebook.com/TemistoclesVR/posts/pfbid0W3GR2SC1TgK7E3Get5wW7foL3MehvMT7KosDr1rjn5GbFaXVvkEmn3GrCEu82TLMl?__cft__[0]=AZXDrRwZ8a8mv1F0A0pjFdQ-pwRB7SRm4R3leFTKtMZiCw-fZDly7oAmzmdHxrTG6kWJLkvWuDtbD5IXWC8zA8goc46H_RgPqxApjbLCyv5tj9-k4ojQTY5bYQS5eXEdvaGZ326-RsVREd9jSNKkTcbROEWZ0isRkYjOtFlSKGAa1YQkrcMO3YbO01LEJcX9rjbLyBPRTx4Xoml6oFcq5p4-&__tn__=%2CO%2CP-R,0,10,2,"El primer dia de la semana lo termine con #AsambleaVecinal en la #ColoniaObrera, donde escuche sus preocupaciones sobre seguridad, atencion al espacio publico y el cuidado del medio ambiente. Me llevo sus necesidades para atenderlas y gestionar prontas soluciones. Agradezco su asistencia y participaciones. Todos sus comentarios son indispensables para trabajar por una mejor alcaldia. Sigamos trabajando de la mano. #SigamosConstruyendo una mejor Cuauhtemoc.",2023-10-30T23:43:47.773193,30-10-2023,11:43 PM,NORMAL
lupitamurguiag,https://www.facebook.com/LupitaMurguiaG/posts/pfbid07tdP6TF53rWBW89Ab9e6nrZEnGMRsMrED27N9ztJLTU7JcMsweMMST1rjYjof4NKl?__cft__[0]=AZWQuykhKnnDV56ejNqNaruV0gyf4CLQfWNNuaDjlK4Z8FQpc86XLtXBga0BnUkg111JbttGuTO3VdhVVBu0uSHRwS4Q-944s6uEA_wDg51Gu3w4UCNroOVJ0aNYjbBwyZ2mI9xUrg-sqtlmSNYa5WLTEgluGf-g-J72N9UMiGewdNh69ZTz92DnH90R_yCWDJ8MYNhDMkfiwYuu5QoclRmH&__tn__=%2CO%2CP-R,5,43,5,"Con motivo del tradicional #DiaDeMuertos, se llevo a cabo un Concierto organizado por la Coordinacion de Delegados del Municipio de #Queretaro. Un reconocimiento a los policias caidos en cumplimiento de su deber.",2023-10-30T22:43:47.774190,30-10-2023,10:43 PM,NORMAL
soypablobustamante,https://www.facebook.com/soypablobustamante/posts/pfbid035pGzJfj787DJYPNbDZi46dTuS5JpZfM8HNXcAG6mFoxq5M61mhtpXjJNwaZvZvcil?__cft__[0]=AZUF9teckdEaPeLTgX974jxi5wYijDFSKVJxYwk8krYH00evrk6Pse61e1O0dIXuVr1HSpW1GgqQk2FxAyUW3AYxOSOQGbSs1mPchIbDDxffTa4zFM2i-Ho7DU_eSI1mfWj3_irUYm4GeSlHeVDH1j9Um5yWnDDBXufDKmHBbDmzpOuiIqrMD6BfR9aUMzP3nQo1oxVdTjheFuM7oYArTALR&__tn__=%2CO%2CP-R,9,25,2,List@s para recibir con un tradicional #PIB a nuestros seres queridos. #HanalPixan #DiaDeMuertos #Mexico #QuintanaRoo,2023-10-31T07:02:48.958818,31-10-2023,07:02 AM,NORMAL
dimenews,https://www.facebook.com/DimeNews/posts/pfbid0WD6VUg7j1pQTfqAcGKf2igUSNy5ZRMa2PNTDUALbQs7Vo5MheKwHD7XQRxn3KUCil?__cft__[0]=AZUflLCYuw4pIVWXJqxcYz9McO9O9LskOllco_ha1hUkWeagxIrp-6eycwmhY2BNBgvGB6cssNJzjLwmUwYscX141_CKVcMoyePDdChdHmMg_h-DzfsVXzgb3if4h9RjRtlgFwjVHmy8Rv-gQi-pIyyNZjsIqm4-AG50buEqJaitPJLFUtSctyAKgRcHzpBtbHwnnJEcHyhW_XyYUKXDI9elOj17wGy8s8SfTGPaGRpwBIIav2lHyZFYn6zkV-EDJAw&__tn__=%2CO%2CP-R,0,0,0,#ConferenciaPresidente | Martes 31 de octubre de 2023.,2023-10-31T07:28:31.003074,31-10-2023,07:28 AM,NORMAL
mariodelgadocarrillo,https://www.facebook.com/mariodelgadocarrillo/posts/pfbid0RkV8zkuQduUXdviLWUj7JHchZHt4H76T4bAFoHoyZwqpZkSiD1L8gN3bhbWAeiYCl?__cft__[0]=AZWAWlNUPyuQ-7GBsew4PyIGRPo0XIupG4kVZGOiuBaJG8y_tDUKacMvSPDx26vpKiwsuyjqRHxEkAUBNQoHki6HjeUcOWD-eWEr7IFWo9pNEu0PUSOas6PQlo2-0zvl-OLbIKz9QfneuikBiD9X9PUBCinKA9meSsqBEaeZP-31jdv-9A129XB4X9AR27jSepcaY6baia7GVY-Dz7OPFvg7TANINWm9tBxrYF2e2mohIA&__tn__=%2CO%2CP-R,16,248,29,"La Dra. Claudia Sheinbaum, Coordinadora Nacional de Defensa de la #4T, nos acompano en una reunion interna. Unidas y unidos somos mas fuertes!",2023-10-30T22:47:02.266611,30-10-2023,10:47 PM,NORMAL
renansanchezt,https://www.facebook.com/RenanSanchezT/posts/pfbid0q271hKvFRkA9n19kKtNfcofcp3J2L9npCMr2j6FnQKSSEo4ic27mzDhnCYEcoWRKl?__cft__[0]=AZWZ7rbOG0k381bB_CvJYLT3B8Sz3a10ie7yWxSMOjsNw4-eAN9oZpC4SCd579cVkqMODMTV3MMFi1KtkKabR_Ixf26eJ01_eYqr_-u7FIw3q43dhPEwrEU2p1orbGQAdGyRqHT-oAYcmkeku9Da8AvHeMyNWKq9lI-IgxIjC32q-k_jEQ6yx47Oe_KpdUsdASqhtQfm5bD2vVtgozBO6yNX&__tn__=%2CO%2CP-R,0,14,1,"Concluimos las actividades legislativas del dia con reunion de comisiones unidas de Puntos Constitucionales y Anticorrupcion, Participacion Ciudadana y Organos Autonomos, analizando reformas a la Ley de Instituciones y Procedimientos Electorales para el Estado de Quintana Roo.",2023-10-30T22:47:22.175035,30-10-2023,10:47 PM,NORMAL
benjaminricom,https://www.facebook.com/BenjaminRicoM/posts/pfbid0nZoZuFVumCU8kdtgnKyyzsczZjGKKSZse57TpUNHkUG8zHwLjTQUYPD6smyCPZysl?__cft__[0]=AZX6quGsZkEtSR5F9ic7OZ-ALM5GfsXfDTwE0Q4vb_PezT7N0thByD7OkfCM3X9Hi-3XEd9A6yGmGMqDwxUSjzNv_r_4cdNtJ6K7P952A6buGCwRD_0f4fHZ4qbvmB-wKD0QR7HEEbq75yDaQe-uqdHecog-zl8STXkNzFKrxL9w7Z8a_Y_4UppyLyrLTL4Z4QeK6c5Vjm6ZC8PFUMJssB1K&__tn__=%2CO%2CP-R,4,52,6,Este es el #Pachuca de mi corazon  ciudad por la que todos los dias damos nuestro mayor esfuerzo. #ExcelenteMartes #ADarle,2023-10-31T07:06:18.783358,31-10-2023,07:06 AM,NORMAL
pepecouttolenc,https://www.facebook.com/PepeCouttolenc/posts/pfbid0JDKNCF4UXxPau4UvUoJQoWN7mto5rWLbVJbbCwhfTKRYWR6pVjXpMSYoFD2JYLXhl?__cft__[0]=AZVljxGHasnKMhMQYXNfvSB-ewN2o1Bp4EQRNIBRP3LUH1S3h2ijG6LK7V5plH-EFBbs5qfwsFNmKX1xBxRMoiipnLYbjq6sTxG_mCCtuztPVZyH5CmBSe7mBhFi4kDMbog-18XKsOYuhjyHRkfhJkNT6V02lBAzIGHK_gbtlkQ0W9blXIK4-kBEkKDCR7WlUzl8VQGJp1p_4xEj0F4HTssU&__tn__=%2CO%2CP-R,1,62,13,"A la gente no le falta fuerza, le falta determinacion- Victor Hugo",2023-10-31T07:08:50.524770,31-10-2023,07:08 AM,NORMAL
100063471730986,https://www.facebook.com/cristinacruzmx/posts/pfbid031ehmYNFdZyNysQFLQZzidgRkJCrZ6mYVA4wdcc8KBvKDXbWX5wpm2FeLE8vUTpTXl?__cft__[0]=AZV2eb24F-nIicK7u9W2F2KijBHrHTIzmrRo0unMyYEvyRc3vT0gW8fvDwuIVeLr_6yxOZxbKAwWWRLyYx_XMjP6E_ij78uYK3ez-NdP1FIAX2puKvsFfgbnOLtgKqVhh3TpCtU9PcS78GkIJkCS9iQiweZy_EAODHwg6eKGHmPyjP41LVUlALtVOmb6av7E0SsCGMnt9gKFvBlqhRPH6F4o&__tn__=%2CO%2CP-R,0,13,1,Este lunes nos reunimos con nuestra Coordinadora Nacional de los Comites en Defensa de la 4T @claudia_shein fortaleciendo la unidad y organizacion de nuestro movimiento.,2023-10-30T22:48:19.665139,30-10-2023,10:48 PM,NORMAL
